{'2': -2.3132782, '3': -1.7977657, '7': -0.9902821, '8': -2.5716953, '9': -2.4676208}
{'2': -2.485346, '3': -1.7982368, '4': -2.526329, '7': -0.91553503, '9': -2.5509758}
{'2': -2.6163194, '3': -1.7943343, '7': -0.98772997, '8': -2.5322762, '9': -2.378679}
{'7': -1.0058147, '3': -1.7324555, '9': -2.4196904, '2': -2.527671, '8': -2.5491803}
{'7': -0.9754691, '3': -1.8264785, '9': -2.3645358, '8': -2.5505672, '2': -2.6434302}
{'7': -0.92695296, '3': -1.8620116, '9': -2.3761013, '8': -2.5314014, '4': -2.659724}
{'2': -2.5746613, '3': -1.7826501, '7': -0.9866715, '8': -2.590374, '9': -2.4164581}
{'7': -0.9951988, '3': -1.7862487, '9': -2.3642917, '8': -2.509548, '2': -2.5791812}
{'2': -2.6323524, '3': -1.8096784, '7': -1.0078424, '8': -2.5347075, '9': -2.3474076}
{'3': -1.8815293, '4': -2.6912484, '7': -0.92497116, '8': -2.5235677, '9': -2.3567948}
{'2': -2.535783, '3': -1.7333633, '7': -1.0501187, '8': -2.5382168, '9': -2.3920338}
{'7': -0.9456607, '3': -1.928653, '9': -2.2901642, '8': -2.4793577, '2': -2.7065384}
{'2': -2.5690935, '3': -1.7835672, '7': -1.0113751, '8': -2.5673158, '9': -2.395374}
{'2': -2.5109017, '3': -1.7612319, '7': -1.0387776, '8': -2.50126, '9': -2.3690083}
{'2': -2.5405114, '3': -1.7290168, '7': -1.0429589, '8': -2.5688338, '9': -2.416437}
{'7': -0.97038347, '3': -1.8658972, '9': -2.3292072, '8': -2.5029018, '4': -2.666911}
{'2': -2.4662519, '3': -1.7335023, '7': -1.136979, '8': -2.5440245, '9': -2.3100727}
{'7': -1.0084054, '3': -1.8372802, '9': -2.2815168, '8': -2.494171, '2': -2.5850239}
{'2': -2.5497813, '3': -1.8286777, '7': -1.0058951, '8': -2.5020232, '9': -2.339376}
{'7': -1.000186, '3': -1.8636369, '9': -2.2718096, '8': -2.4692068, '2': -2.599452}
{'2': -2.5331671, '3': -1.7607632, '7': -1.0866643, '8': -2.5006983, '9': -2.3325768}
{'7': -1.0080146, '3': -1.8528384, '9': -2.3019884, '8': -2.4673383, '2': -2.5902193}
{'2': -2.4719732, '3': -1.7504705, '7': -1.0745559, '8': -2.4977832, '9': -2.3380904}
{'2': -2.5696518, '3': -1.8349699, '7': -1.0198606, '8': -2.4843, '9': -2.2743218}
{'7': -1.0551696, '3': -1.7930274, '9': -2.299152, '8': -2.4978766, '2': -2.4995437}
{'7': -0.9677212, '3': -1.8853085, '9': -2.2866528, '8': -2.4881756, '2': -2.6284156}
{'7': -1.0449514, '3': -1.7653341, '9': -2.3564692, '8': -2.5164177, '2': -2.5210295}
{'7': -1.0004528, '3': -1.8560493, '9': -2.276942, '8': -2.484891, '2': -2.5991807}
{'2': -2.4707139, '3': -1.7664272, '7': -1.0625678, '8': -2.5054522, '9': -2.317563}
{'7': -0.9794174, '3': -1.9045691, '9': -2.2678027, '8': -2.4582286, '2': -2.6215189}
{'2': -2.528179, '3': -1.8150766, '7': -0.9947184, '8': -2.546238, '9': -2.3140755}
{'2': -2.633456, '3': -1.8921021, '7': -0.97763324, '8': -2.4828918, '9': -2.2169864}
{'2': -2.5093768, '3': -1.755608, '7': -1.0790025, '8': -2.5430071, '9': -2.349085}
{'2': -2.5528586, '3': -1.8053932, '7': -1.0495874, '8': -2.488043, '9': -2.2688293}
{'7': -1.0468848, '3': -1.7816336, '9': -2.3717806, '8': -2.4918463, '2': -2.521723}
{'7': -1.0569985, '3': -1.8143095, '9': -2.3021042, '8': -2.4557338, '2': -2.5626614}
{'2': -2.403928, '3': -1.7306094, '7': -1.130382, '8': -2.5124428, '9': -2.375236}
{'7': -1.0269188, '3': -1.768429, '9': -2.401995, '8': -2.4975665, '2': -2.5219424}
{'7': -1.0333796, '3': -1.8081923, '9': -2.3484755, '8': -2.5033102, '2': -2.5228662}
{'2': -2.5425632, '3': -1.7742505, '7': -1.0536944, '8': -2.4807687, '9': -2.33252}
{'7': -1.1022044, '3': -1.7270442, '9': -2.3419962, '8': -2.470252, '2': -2.4762468}
{'2': -2.6346548, '3': -1.8408239, '7': -1.0094029, '8': -2.433826, '9': -2.3016126}
{'7': -1.0726042, '3': -1.7649984, '9': -2.3484602, '8': -2.472827, '2': -2.5198412}
{'7': -1.0478896, '3': -1.7863941, '9': -2.3118267, '8': -2.4677238, '2': -2.547655}
{'7': -1.0841405, '3': -1.7703874, '9': -2.3405588, '8': -2.4826334, '2': -2.5196588}
{'7': -1.063331, '3': -1.786361, '9': -2.2828765, '8': -2.442115, '2': -2.5722878}
{'2': -2.4725585, '3': -1.73006, '7': -1.1031661, '8': -2.49723, '9': -2.3744254}
{'2': -2.5668628, '3': -1.8507202, '7': -1.0132703, '8': -2.4483957, '9': -2.2789142}
{'2': -2.4880695, '3': -1.7520273, '7': -1.0998304, '8': -2.5382876, '9': -2.303663}
{'2': -2.6329656, '3': -1.8698868, '7': -0.9932655, '8': -2.4868586, '9': -2.235411}
{'2': -2.541168, '3': -1.7769487, '7': -1.06978, '8': -2.4860055, '9': -2.3017175}
{'2': -2.6107607, '3': -1.8814114, '7': -0.9942847, '8': -2.4728212, '9': -2.2742643}
{'7': -1.1002225, '3': -1.7411888, '9': -2.3301897, '2': -2.4512718, '8': -2.4887836}
{'7': -1.0832435, '3': -1.7664177, '9': -2.2928593, '8': -2.4614706, '2': -2.530494}
{'2': -2.348492, '3': -1.6926806, '7': -1.2388232, '8': -2.5028307, '9': -2.2963297}
{'2': -2.560829, '3': -1.8296907, '7': -1.0347649, '8': -2.472881, '9': -2.269407}
{'2': -2.509993, '3': -1.7589859, '7': -1.0754188, '8': -2.5017016, '9': -2.3023362}
{'7': -0.9422417, '3': -1.9343796, '9': -2.2275867, '8': -2.452135, '2': -2.6894302}
{'2': -2.5528145, '3': -1.8197767, '7': -1.020403, '8': -2.488163, '9': -2.3122141}
{'7': -0.9887033, '3': -1.883759, '9': -2.2692819, '8': -2.4619813, '2': -2.6424835}
{'7': -1.0098889, '3': -1.84192, '9': -2.2735226, '8': -2.5111477, '2': -2.6076806}
{'2': -2.67158, '3': -1.9256238, '7': -0.9499538, '8': -2.461747, '9': -2.2429626}
{'7': -1.0276016, '3': -1.795485, '9': -2.3040564, '8': -2.5247254, '2': -2.5393357}
{'7': -0.92608494, '3': -1.9344658, '9': -2.2192883, '8': -2.4903605, '4': -2.72218}
{'7': -1.1170775, '3': -1.7355412, '9': -2.3378034, '2': -2.4257839, '8': -2.5380158}
{'7': -1.0905905, '3': -1.7668904, '9': -2.2753057, '2': -2.431016, '8': -2.4721212}
{'2': -2.35238, '3': -1.7394537, '7': -1.1415533, '8': -2.5068467, '9': -2.366298}
{'2': -2.4197087, '3': -1.7734073, '7': -1.1129249, '8': -2.4695513, '9': -2.3102593}
{'2': -2.4215155, '3': -1.8002748, '7': -1.0722094, '8': -2.498433, '9': -2.3914366}
{'7': -1.0439818, '3': -1.8404813, '9': -2.3103545, '2': -2.425772, '8': -2.4684737}
{'7': -1.0646857, '3': -1.7982482, '9': -2.3688695, '2': -2.4471529, '8': -2.4950502}
{'2': -2.4467587, '3': -1.8570273, '7': -1.0294021, '8': -2.4790788, '9': -2.3225636}
{'2': -2.3357642, '3': -1.7399485, '7': -1.176535, '8': -2.494057, '9': -2.366192}
{'2': -2.4336934, '3': -1.8168837, '7': -1.0754361, '8': -2.5113187, '9': -2.31749}
{'7': -1.0547243, '3': -1.8247056, '9': -2.3579717, '2': -2.4101205, '8': -2.5016181}
{'7': -1.0354456, '3': -1.8490765, '9': -2.306062, '2': -2.4423497, '8': -2.494821}
{'7': -1.0894614, '3': -1.7847205, '9': -2.37288, '2': -2.424859, '8': -2.5063355}
{'2': -2.4415262, '3': -1.8661267, '7': -1.0417116, '8': -2.457748, '9': -2.2875593}
{'7': -1.0941947, '3': -1.7775899, '9': -2.3644507, '2': -2.3784792, '8': -2.5188448}
{'2': -2.461043, '3': -1.8573613, '7': -1.0159402, '8': -2.5111737, '9': -2.3088822}
{'2': -2.4279523, '3': -1.7493633, '7': -1.1067985, '8': -2.5283246, '9': -2.3221612}
{'7': -1.0618759, '3': -1.8027587, '9': -2.2639956, '8': -2.471525, '2': -2.4981818}
{'7': -1.0802205, '3': -1.8066456, '9': -2.3544781, '2': -2.4251816, '8': -2.4938405}
{'7': -1.0666132, '3': -1.8054932, '9': -2.2821016, '2': -2.4759722, '8': -2.4835536}
{'2': -2.3611279, '3': -1.7382544, '7': -1.1448345, '8': -2.4822216, '9': -2.3293495}
{'7': -1.0835178, '3': -1.808005, '9': -2.2918842, '2': -2.4486644, '8': -2.457789}
{'2': -2.3791215, '3': -1.7552241, '7': -1.1220186, '8': -2.459707, '9': -2.3296866}
{'2': -2.4753113, '3': -1.8576239, '7': -1.0365065, '8': -2.47974, '9': -2.3034189}
{'7': -1.1211005, '3': -1.7472622, '9': -2.338254, '2': -2.414222, '8': -2.4770594}
{'7': -1.0376536, '3': -1.8103586, '9': -2.2663007, '8': -2.448853, '2': -2.4727235}
{'7': -1.0551174, '3': -1.8148715, '9': -2.36674, '2': -2.432734, '8': -2.5021522}
{'2': -2.4942803, '3': -1.8294436, '7': -1.053849, '8': -2.4588075, '9': -2.3030457}
{'2': -2.4554672, '3': -1.7963085, '7': -1.0779114, '8': -2.484781, '9': -2.3348637}
{'7': -1.0369382, '3': -1.8299851, '9': -2.3235514, '2': -2.4632516, '8': -2.469689}
{'7': -1.0684662, '3': -1.8043766, '9': -2.3378732, '2': -2.4567776, '8': -2.5016057}
{'7': -0.9812467, '3': -1.8726498, '9': -2.247528, '8': -2.489601, '2': -2.5643156}
{'7': -1.1360834, '3': -1.7211891, '9': -2.2813947, '2': -2.4130914, '8': -2.4876802}
{'7': -1.1605512, '3': -1.7225496, '9': -2.2251377, '2': -2.3911324, '8': -2.4456196}
{'7': -1.2309984, '3': -1.7175688, '9': -2.287763, '2': -2.3090625, '8': -2.472938}
{'2': -2.3416972, '3': -1.694484, '6': -2.509374, '7': -1.2746881, '9': -2.245395}
{'7': -1.1410335, '3': -1.7650723, '9': -2.3162634, '2': -2.3976197, '8': -2.4667208}
{'7': -1.197695, '3': -1.7495292, '9': -2.2458212, '2': -2.34676, '8': -2.4345343}
{'2': -2.402868, '3': -1.7833804, '7': -1.1132334, '8': -2.4653778, '9': -2.2751923}
{'7': -1.1012516, '3': -1.8141366, '9': -2.2383614, '8': -2.4404736, '2': -2.444578}
{'2': -2.3775594, '3': -1.7413309, '7': -1.1829184, '8': -2.4741726, '9': -2.308052}
{'2': -2.4720247, '3': -1.7606083, '7': -1.095863, '8': -2.4223208, '9': -2.2499788}
{'7': -1.1538346, '3': -1.7666504, '9': -2.3153145, '2': -2.4132187, '8': -2.477958}
{'7': -1.1174936, '3': -1.7808104, '9': -2.241765, '8': -2.4440718, '2': -2.4657145}
{'7': -1.160903, '3': -1.7526292, '9': -2.2502296, '2': -2.4223413, '8': -2.438159}
{'2': -2.4632194, '3': -1.7604358, '7': -1.1283691, '8': -2.4243515, '9': -2.2269807}
{'7': -1.1591405, '3': -1.7544106, '9': -2.2911024, '2': -2.4252765, '8': -2.4616554}
{'2': -2.5417643, '3': -1.787362, '7': -1.0798938, '8': -2.45506, '9': -2.215455}
{'7': -1.0796032, '3': -1.7413254, '9': -2.3413372, '2': -2.476511, '8': -2.4832935}
{'7': -1.077824, '3': -1.7742637, '9': -2.2784426, '8': -2.456692, '2': -2.5156577}
