{'7': -0.5270832, '8': -2.4865444, '3': -2.8376489, '9': -2.9503105, '5': -2.9510086}
{'7': -0.534181, '8': -2.2353356, '9': -2.6911616, '5': -2.8205655, '3': -3.018947}
{'7': -0.46296492, '8': -2.5425987, '5': -2.9629803, '3': -2.9892821, '9': -2.9940126}
{'7': -0.5047241, '8': -2.5365977, '5': -2.8116734, '3': -2.828752, '9': -2.9973922}
{'3': -2.924717, '5': -2.8679733, '7': -0.49795538, '8': -2.5223942, '9': -2.8043232}
{'3': -2.9589837, '5': -2.91756, '7': -0.48344553, '8': -2.6080449, '9': -3.0008156}
{'3': -2.6890817, '5': -2.8182967, '7': -0.5210404, '8': -2.661347, '9': -2.8766062}
{'3': -2.7090116, '5': -2.7724137, '7': -0.48199514, '8': -2.701426, '9': -3.0116467}
{'3': -2.8912902, '5': -2.755706, '7': -0.5088687, '8': -2.5270038, '9': -2.8960736}
{'7': -0.45736486, '8': -2.6433907, '5': -2.8177736, '3': -2.8265703, '9': -2.9555812}
{'3': -2.5662751, '5': -2.7412267, '7': -0.55913603, '8': -2.634722, '9': -2.8153822}
{'7': -0.5871048, '3': -2.5238588, '8': -2.662214, '5': -2.685892, '9': -2.7765462}
{'7': -0.5365174, '8': -2.6252246, '3': -2.6521866, '5': -2.760194, '9': -2.7889931}
{'3': -2.5386431, '5': -2.7194006, '7': -0.56994855, '8': -2.643576, '9': -2.8326323}
{'3': -2.5413094, '5': -2.7828465, '7': -0.54505926, '8': -2.683138, '9': -2.8284109}
{'7': -0.5019098, '3': -2.6455255, '8': -2.659594, '5': -2.6821904, '9': -2.9523416}
{'3': -2.781133, '5': -2.7302887, '7': -0.48634848, '8': -2.5971234, '9': -2.8028157}
{'7': -0.49909112, '8': -2.597787, '5': -2.809571, '3': -2.8197372, '9': -2.9637213}
{'3': -2.6438437, '5': -2.7865934, '7': -0.4943802, '8': -2.6576512, '9': -2.9036834}
{'3': -2.475935, '5': -2.6206894, '7': -0.5673886, '8': -2.689808, '9': -2.850113}
{'7': -0.5198959, '8': -2.6238294, '3': -2.693373, '5': -2.6971915, '9': -2.7518103}
{'3': -2.5912755, '5': -2.7310004, '7': -0.49295947, '8': -2.7000098, '9': -2.9544861}
{'7': -0.6168336, '3': -2.4007423, '8': -2.6122463, '5': -2.6924067, '9': -2.7388697}
{'7': -0.60773206, '3': -2.3750107, '5': -2.614974, '8': -2.669141, '9': -2.7711613}
{'7': -0.5234751, '3': -2.595012, '8': -2.6354, '5': -2.7106757, '9': -2.7697043}
{'7': -0.56836534, '3': -2.480717, '8': -2.6579647, '5': -2.695223, '9': -2.790903}
{'7': -0.5921802, '3': -2.4622326, '8': -2.6266878, '5': -2.7309837, '9': -2.7832046}
{'7': -0.59460783, '3': -2.4075563, '8': -2.6727214, '5': -2.6907213, '9': -2.7746177}
{'7': -0.5430648, '3': -2.550412, '8': -2.665717, '5': -2.7224166, '9': -2.7729192}
{'3': -2.4387634, '5': -2.7012985, '7': -0.5892838, '8': -2.6674945, '9': -2.7575767}
{'3': -2.4764032, '5': -2.7467318, '7': -0.5664607, '8': -2.7025652, '9': -2.7828512}
{'7': -0.52578497, '3': -2.572593, '5': -2.67205, '8': -2.6804001, '9': -2.8825545}
{'7': -0.48621663, '8': -2.5900927, '9': -2.7570908, '5': -2.7717676, '3': -2.7932901}
{'3': -2.7608666, '5': -2.7505443, '7': -0.47930968, '8': -2.6549459, '9': -2.8843882}
{'3': -2.613717, '5': -2.6837358, '7': -0.5170182, '8': -2.6636553, '9': -2.9018695}
{'7': -0.6276866, '3': -2.3445559, '5': -2.5285695, '8': -2.6688054, '4': -2.7324877}
{'7': -0.57670677, '3': -2.4701777, '5': -2.5618694, '8': -2.6460884, '9': -2.806235}
{'7': -0.69690585, '3': -2.1468875, '5': -2.5094042, '4': -2.5840347, '8': -2.6499698}
{'7': -0.62429106, '3': -2.346423, '5': -2.6007564, '8': -2.6611469, '4': -2.741206}
{'7': -0.7045269, '3': -2.1170769, '5': -2.544981, '4': -2.6298275, '8': -2.7215939}
{'3': -2.5793386, '5': -2.6586654, '7': -0.5397576, '8': -2.6067703, '9': -2.7709475}
{'3': -2.3680415, '5': -2.5402064, '7': -0.633083, '8': -2.590511, '9': -2.7132373}
{'7': -0.6159525, '3': -2.3638105, '5': -2.5984316, '8': -2.658162, '4': -2.7508154}
{'3': -2.3136053, '4': -2.7338781, '5': -2.5604963, '7': -0.6298894, '8': -2.6695356}
{'3': -2.341715, '4': -2.696829, '5': -2.6203046, '7': -0.63550794, '8': -2.6300948}
{'7': -0.68667656, '3': -2.193457, '5': -2.5398278, '4': -2.6378312, '8': -2.6463914}
{'7': -0.6451761, '3': -2.2825851, '5': -2.6296942, '8': -2.6665192, '4': -2.688099}
{'7': -0.62706196, '3': -2.2848608, '5': -2.5975418, '8': -2.6853485, '4': -2.7152004}
{'3': -2.5839267, '5': -2.7185261, '7': -0.5184321, '8': -2.628351, '9': -2.8407645}
{'7': -0.61692286, '3': -2.3354094, '5': -2.6170065, '8': -2.6265378, '4': -2.7437022}
{'7': -0.6307491, '3': -2.3447862, '8': -2.6274207, '5': -2.6466582, '4': -2.7489016}
{'3': -2.2721767, '4': -2.7247486, '5': -2.6076107, '7': -0.6379985, '8': -2.701948}
{'3': -2.467931, '5': -2.7171547, '7': -0.543401, '8': -2.6693738, '9': -2.8309774}
{'7': -0.6102574, '3': -2.3360395, '5': -2.6250565, '8': -2.6624749, '4': -2.7733338}
{'3': -2.3273447, '4': -2.7354543, '5': -2.6258676, '7': -0.62230664, '8': -2.6610124}
{'7': -0.6118629, '3': -2.3213508, '5': -2.6282334, '8': -2.6873574, '4': -2.7675352}
{'7': -0.546167, '3': -2.508165, '8': -2.6546607, '5': -2.737003, '9': -2.7854283}
{'7': -0.60535413, '3': -2.3393438, '5': -2.664274, '8': -2.6695096, '4': -2.7857437}
{'3': -2.341592, '4': -2.7778618, '5': -2.6784146, '7': -0.6075052, '8': -2.677501}
{'3': -2.3176234, '4': -2.7605574, '5': -2.660742, '7': -0.60436094, '8': -2.7209759}
{'3': -2.4933083, '5': -2.7393696, '7': -0.5416062, '8': -2.6935513, '9': -2.8807023}
{'3': -2.3636703, '4': -2.7847233, '5': -2.7190628, '7': -0.59243584, '8': -2.6865578}
{'3': -2.5725424, '5': -2.8032856, '7': -0.49483693, '8': -2.7352889, '9': -2.961704}
{'3': -2.6367776, '5': -2.7868896, '7': -0.493076, '8': -2.65879, '9': -2.8997626}
{'7': -0.5094941, '8': -2.5917504, '3': -2.68069, '5': -2.7277634, '9': -2.854303}
{'7': -0.5506305, '8': -2.5741575, '3': -2.5808544, '5': -2.6709344, '9': -2.7971818}
{'3': -2.5568469, '4': -2.8993626, '5': -2.6939316, '7': -0.5726892, '8': -2.589964}
{'7': -0.5752691, '3': -2.4199786, '5': -2.6066146, '8': -2.6724524, '4': -2.8211455}
{'3': -2.2806542, '4': -2.650037, '5': -2.5889065, '7': -0.6721165, '8': -2.6004574}
{'7': -0.7052024, '3': -2.1370413, '5': -2.5534272, '4': -2.5927508, '8': -2.6534579}
{'3': -2.2341955, '4': -2.6518514, '5': -2.5660284, '7': -0.66348046, '8': -2.6467988}
{'7': -0.6758231, '3': -2.187145, '5': -2.527826, '4': -2.6450539, '8': -2.6770837}
{'3': -2.277167, '4': -2.624116, '5': -2.574681, '7': -0.66298956, '8': -2.596963}
{'7': -0.6607394, '3': -2.2308345, '5': -2.5878348, '8': -2.6354384, '4': -2.6669195}
{'3': -2.1324065, '4': -2.5669558, '5': -2.5515387, '7': -0.7135813, '8': -2.664427}
{'3': -2.2494135, '4': -2.7598715, '5': -2.5585506, '7': -0.6393403, '8': -2.6996124}
{'7': -0.6981803, '3': -2.1923, '5': -2.5293229, '4': -2.5846722, '8': -2.641364}
{'7': -0.6445366, '3': -2.2409873, '5': -2.5694957, '8': -2.6885238, '4': -2.7544475}
{'3': -2.1503873, '4': -2.638226, '5': -2.5565095, '7': -0.6746146, '8': -2.706572}
{'7': -0.64904654, '3': -2.190661, '5': -2.5303028, '4': -2.6701992, '8': -2.6788735}
{'3': -2.4566107, '4': -2.763181, '5': -2.594283, '7': -0.5744889, '8': -2.6330578}
{'3': -2.2306683, '4': -2.595212, '5': -2.5635657, '7': -0.6785577, '8': -2.607444}
{'3': -2.1760192, '4': -2.5773423, '5': -2.5369656, '7': -0.69943374, '8': -2.6325943}
{'7': -0.67555416, '3': -2.142944, '5': -2.5109193, '4': -2.62207, '8': -2.6935194}
{'3': -2.4255705, '4': -2.7315743, '5': -2.537179, '7': -0.57635987, '8': -2.6825342}
{'7': -0.5561181, '3': -2.5484257, '5': -2.6745644, '8': -2.6881883, '9': -2.941717}
